Paciente P300S05,
Eventos coincidentes encontrados (sin tmin & tmax), 4055
IDs de los eventos, 2
Eventos coincidentes encontrados (con tmin:0 & tmax:0.8), 4094
IDs de los eventos, 12
getlabels Nohits 5 -> epochs, 3381
getlabels Nohits 5 -> Channels, 10
getlabels Nohits 5 -> Time, 201
getlabels Nohits 5 -> labels (longitud), 3381
getlabels Hits 5 -> epochs, 679
getlabels Hits 5 -> Channels, 10
getlabels Hits 5 -> Time, 201
getlabels Hits 5 -> labels (longitud), 679
