
P1, 0.8185840707964602, 120
P2, 0.7610619469026548, 120
P3, 0.7534246575342466, 120
P4, 0.7351598173515982, 120
P1, 0.8141592920353983, 120
P2, 0.7566371681415929, 120
P3, 0.7534246575342466, 120
P4, 0.730593607305936, 120
P1, 0.8097345132743363, 120
P2, 0.7610619469026548, 120
P3, 0.7488584474885844, 120
P4, 0.730593607305936, 120
P1, 0.7477876106194691, 36
P2, 0.7079646017699115, 36
P3, 0.7579908675799086, 36
P4, 0.730593607305936, 36
P1, 0.7477876106194691, 36
P2, 0.7079646017699115, 36
P3, 0.7579908675799086, 36
P4, 0.7397260273972602, 36
P1, 0.7566371681415929, 36
P2, 0.6991150442477876, 36
P3, 0.7534246575342466, 36
P4, 0.7351598173515982, 36
P1, 0.7654867256637168, 36
P2, 0.7345132743362832, 36
P3, 0.7579908675799086, 36
P4, 0.7488584474885844, 36
P1, 0.7522123893805309, 36
P2, 0.6902654867256637, 36
P3, 0.771689497716895, 36
P4, 0.7534246575342466, 36
P1, 0.7566371681415929, 36
P2, 0.6991150442477876, 36
P3, 0.7625570776255708, 36
P4, 0.7534246575342466, 36
P1, 0.7522123893805309, 36
P1, 0.7477876106194691, 36
P2, 0.7079646017699115, 36
P3, 0.7671232876712328, 36
P4, 0.7488584474885844, 36
