P1, 0.8008849557522124,
P2, 0.7168141592920354,
P3, 0.7397260273972602,
P4, 0.7397260273972602,
P1, 0.672566371681416,
P2, 0.7079646017699115,
P3, 0.6210045662100456,
P4, 0.6255707762557078,
P1, 0.8185840707964602,
P2, 0.7477876106194691,
P3, 0.7990867579908676,
P4, 0.726027397260274,
P1, 0.8185840707964602,
P2, 0.7477876106194691,
P3, 0.7990867579908676,
P4, 0.726027397260274,
P1, 0.5221238938053098,
P2, 0.5221238938053098,
P3, 0.5707762557077626,
P4, 0.4703196347031963,
P1, 0.504424778761062,
P2, 0.5353982300884956,
P3, 0.4977168949771689,
P4, 0.5251141552511416,
P1, 0.504424778761062,
P2, 0.5353982300884956,
P3, 0.4977168949771689,
P4, 0.5251141552511416,
P1, 0.8185840707964602,
P2, 0.7477876106194691,
P3, 0.7990867579908676,
P4, 0.726027397260274,
P1, 0.8185840707964602,
P2, 0.7477876106194691,
P1, 0.8185840707964602,
P2, 0.7477876106194691,
P3, 0.7990867579908676,
P4, 0.726027397260274,
P1, 0.8185840707964602,
P2, 0.7477876106194691,
P3, 0.7990867579908676,
P4, 0.726027397260274,
