Paciente P300S06,
Eventos coincidentes encontrados (sin tmin & tmax), 3876
IDs de los eventos, 2
Eventos coincidentes encontrados (con tmin:0 & tmax:0.8), 3985
IDs de los eventos, 12
getlabels Nohits 6 -> epochs, 3244
getlabels Nohits 6 -> Channels, 10
getlabels Nohits 6 -> Time, 201
getlabels Nohits 6 -> labels (longitud), 3244
getlabels Hits 6 -> epochs, 650
getlabels Hits 6 -> Channels, 10
getlabels Hits 6 -> Time, 201
getlabels Hits 6 -> labels (longitud), 650
