Paciente P300S08,
Eventos coincidentes encontrados (sin tmin & tmax), 3907
IDs de los eventos, 2
Eventos coincidentes encontrados (con tmin:0 & tmax:0.8), 3988
IDs de los eventos, 12
getlabels Nohits 8 -> epochs, 3257
getlabels Nohits 8 -> Channels, 10
getlabels Nohits 8 -> Time, 201
getlabels Nohits 8 -> labels (longitud), 3257
getlabels Hits 8 -> epochs, 661
getlabels Hits 8 -> Channels, 10
getlabels Hits 8 -> Time, 201
getlabels Hits 8 -> labels (longitud), 661
