Paciente P300S07,
Eventos coincidentes encontrados (sin tmin & tmax), 3902
IDs de los eventos, 2
Eventos coincidentes encontrados (con tmin:0 & tmax:0.8), 3981
IDs de los eventos, 12
getlabels Nohits 7 -> epochs, 3258
getlabels Nohits 7 -> Channels, 10
getlabels Nohits 7 -> Time, 201
getlabels Nohits 7 -> labels (longitud), 3258
getlabels Hits 7 -> epochs, 657
getlabels Hits 7 -> Channels, 10
getlabels Hits 7 -> Time, 201
getlabels Hits 7 -> labels (longitud), 657
