Muestra;Coef_erp;accuracy_prom_hnh
1;1;60.85889134
2;2;64.37085537
3;3;66.74397032
4;4;69.59933912
5;5;70.80783354
6;6;67.96370722
7;7;66.86915888
8;8;65.86155285
9;9;64.73909657
10;10;65.86155285
11;11;66.90074906
12;12;70.39160401
13;13;66.99623352
14;14;67.77372706
15;15;67.12523719
16;16;67.15779468
17;17;67.77499826
18;18;67.7793021
19;19;68.94502701
20;20;68.90711049
