Muestra,Coef_erp,accuracy_prom_hnh
1,1.0,70.850903243802
2,2.0,70.850903243802
3,3.0,70.850903243802
4,4.0,70.850903243802
5,5.0,70.850903243802
6,6.0,70.850903243802
7,7.0,70.850903243802
8,8.0,70.850903243802
9,9.0,70.850903243802
10,10.0,70.850903243802
11,11.0,70.850903243802
12,12.0,70.850903243802
13,13.0,70.850903243802
14,14.0,70.850903243802
15,15.0,70.850903243802
16,16.0,70.850903243802
17,17.0,70.850903243802
18,18.0,70.850903243802
19,19.0,70.850903243802
20,20.0,70.850903243802
